experiment,case,repeat,seed,n,m,q,sigma,B,noise_model,trials,successes,failures,success_rate,failure_rate,accumulated_error_mean,accumulated_abs_error_mean,accumulated_error_std,time_keygen_s,time_encrypt_total_s,time_decrypt_total_s,time_encrypt_mean_s,time_decrypt_mean_s,time_attack_s,attack_solution_found,attack_success,public_key_size_bytes
q_sweep,q=97,12,75940180,64,128,97,4.0,,gaussian,1000,576,424,0.576,0.424,9.295,22.115,24.3359448802222,2.5040993932634592e-05,0.0065854999993462116,0.0022153340105433017,6.5854999993462116e-06,2.215334010543302e-06,,,,7280
q_sweep,q=97,13,700274106,64,128,97,4.0,,gaussian,1000,604,396,0.604,0.396,10.397,20.857,22.55451389627134,2.416699135210365e-05,0.006443834005040117,0.0023430840083165094,6.443834005040117e-06,2.3430840083165096e-06,,,,7280
q_sweep,q=97,14,433948018,64,128,97,4.0,,gaussian,1000,451,549,0.451,0.549,-10.271,25.587,27.115693238783695,2.6041001547127962e-05,0.006604750000406057,0.002365084001212381,6.604750000406056e-06,2.3650840012123807e-06,,,,7280
q_sweep,q=97,15,1451535517,64,128,97,4.0,,gaussian,1000,517,483,0.517,0.483,9.731,23.745,25.865569134791265,2.3708009393885732e-05,0.0066367079998599365,0.0023840420035412535,6.636707999859937e-06,2.3840420035412536e-06,,,,7280
q_sweep,q=97,16,1728232998,64,128,97,4.0,,gaussian,1000,668,332,0.668,0.332,6.402,18.848,22.15344603377026,2.808299905154854e-05,0.006378916004905477,0.0023542910057585686,6.3789160049054774e-06,2.3542910057585688e-06,,,,7280
q_sweep,q=97,17,2910797335,64,128,97,4.0,,gaussian,1000,456,544,0.456,0.544,-9.911,25.315,27.047451703323986,2.6209003408439457e-05,0.006639333005296066,0.002388875000178814,6.639333005296066e-06,2.388875000178814e-06,,,,7280
q_sweep,q=97,18,3150109962,64,128,97,4.0,,gaussian,1000,644,356,0.644,0.356,7.405,19.995,22.906848292567414,2.487500023562461e-05,0.0063876669883029535,0.0022586660052184016,6.387666988302953e-06,2.2586660052184014e-06,,,,7280
q_sweep,q=97,19,2647994102,64,128,97,4.0,,gaussian,1000,505,495,0.505,0.495,9.634,24.212,26.312742244099233,2.562500594649464e-05,0.0065443749917903915,0.0022989169956417754,6.544374991790392e-06,2.2989169956417753e-06,,,,7280
q_sweep,q=97,20,1897925723,64,128,97,4.0,,gaussian,1000,441,559,0.441,0.559,-9.152,25.644,27.85718792195147,2.720800694078207e-05,0.006642125008511357,0.002348499998333864,6.642125008511357e-06,2.348499998333864e-06,,,,7280
q_sweep,q=97,21,4101419593,64,128,97,4.0,,gaussian,1000,515,485,0.515,0.485,-12.648,23.572,24.336358691356324,2.462499833200127e-05,0.006675333002931438,0.002378417004365474,6.6753330029314384e-06,2.3784170043654738e-06,,,,7280
q_sweep,q=97,22,1607320086,64,128,97,4.0,,gaussian,1000,444,556,0.444,0.556,-9.372,25.61,27.6748896206564,2.616700658109039e-05,0.00669283299066592,0.0023762500059092417,6.6928329906659205e-06,2.376250005909242e-06,,,,7280
q_sweep,q=97,23,1766952898,64,128,97,4.0,,gaussian,1000,337,663,0.337,0.663,6.61,29.252,31.41892819701285,2.5417000870220363e-05,0.006736457988154143,0.0023824579984648153,6.736457988154143e-06,2.382457998464815e-06,,,,7280
q_sweep,q=97,24,1723937137,64,128,97,4.0,,gaussian,1000,313,687,0.313,0.687,2.944,30.04,32.47028153840344,2.9332994017750025e-05,0.006877540989080444,0.0023950830072863027,6.877540989080444e-06,2.3950830072863027e-06,,,,7280
q_sweep,q=97,25,4035730851,64,128,97,4.0,,gaussian,1000,648,352,0.648,0.352,8.437,19.459,21.916942838438562,3.404199378564954e-05,0.006636083009652793,0.0022370419901562855,6.6360830096527934e-06,2.2370419901562856e-06,,,,7280
q_sweep,q=97,26,4240393744,64,128,97,4.0,,gaussian,1000,344,656,0.344,0.656,-1.637,29.209,31.970100380172696,3.2625001040287316e-05,0.00656629100558348,0.002380707999691367,6.56629100558348e-06,2.380707999691367e-06,,,,7280
q_sweep,q=97,27,3980355325,64,128,97,4.0,,gaussian,1000,245,755,0.245,0.755,-1.832,31.898,34.25558671547199,3.112498961854726e-05,0.006543166993651539,0.002310291994945146,6.543166993651539e-06,2.310291994945146e-06,,,,7280
q_sweep,q=97,28,2518393392,64,128,97,4.0,,gaussian,1000,680,320,0.68,0.32,-1.466,18.82,22.69837130853357,2.7040994609706104e-05,0.006683625004370697,0.0023530000034952536,6.683625004370697e-06,2.3530000034952537e-06,,,,7280
q_sweep,q=97,29,3073357228,64,128,97,4.0,,gaussian,1000,528,472,0.528,0.472,9.36,23.498,25.72964077507524,2.329100971110165e-05,0.006722874997649342,0.002362250001169741,6.722874997649342e-06,2.362250001169741e-06,,,,7280
q_sweep,q=193,0,1767342661,64,128,193,4.0,,gaussian,1000,864,136,0.864,0.136,26.436,28.446,20.79452611425219,2.545899769756943e-05,0.0067342080001253635,0.0023561670095659792,6.7342080001253635e-06,2.3561670095659794e-06,,,,8320
q_sweep,q=193,1,83589128,64,128,193,4.0,,gaussian,1000,814,186,0.814,0.186,-28.023,30.751,23.163959938664203,2.5457993615418673e-05,0.006760207994375378,0.0023754580033710226,6.760207994375378e-06,2.3754580033710226e-06,,,,8320
q_sweep,q=193,2,2539863491,64,128,193,4.0,,gaussian,1000,889,111,0.889,0.111,20.137,25.091,23.01742889709954,2.5250003091059625e-05,0.006780000010621734,0.0023576660023536533,6.780000010621734e-06,2.3576660023536532e-06,,,,8320
q_sweep,q=193,3,3424803914,64,128,193,4.0,,gaussian,1000,941,59,0.941,0.059,13.653,21.613,22.818529231225142,2.5291999918408692e-05,0.0067553749977378175,0.002342291991226375,6.755374997737818e-06,2.342291991226375e-06,,,,8320
q_sweep,q=193,4,465746520,64,128,193,4.0,,gaussian,1000,949,51,0.949,0.051,-7.837,20.129,23.7903848941839,2.3083004634827375e-05,0.006826209006248973,0.0023861250083427876,6.826209006248973e-06,2.3861250083427874e-06,,,,8320
q_sweep,q=193,5,3868714075,64,128,193,4.0,,gaussian,1000,812,188,0.812,0.188,-27.032,30.118,23.367135019060402,2.5542001822032034e-05,0.006742750003468245,0.00236941700859461,6.742750003468245e-06,2.36941700859461e-06,,,,8320
q_sweep,q=193,6,2334584493,64,128,193,4.0,,gaussian,1000,967,33,0.967,0.033,8.081,18.477,21.73690253766465,2.5708010070957243e-05,0.0067957499995827675,0.002346291992580518,6.795749999582768e-06,2.3462919925805183e-06,,,,8320
q_sweep,q=193,7,2249973677,64,128,193,4.0,,gaussian,1000,968,32,0.968,0.032,-1.722,17.882,22.53398536647471,2.5416011339984834e-05,0.0067608750105137005,0.002385625004535541,6.760875010513701e-06,2.385625004535541e-06,,,,8320
