experiment,case,repeat,seed,n,m,q,sigma,B,noise_model,trials,successes,failures,success_rate,failure_rate,accumulated_error_mean,accumulated_abs_error_mean,accumulated_error_std,time_keygen_s,time_encrypt_total_s,time_decrypt_total_s,time_encrypt_mean_s,time_decrypt_mean_s,time_attack_s,attack_solution_found,attack_success,public_key_size_bytes
q_sweep,q=257,0,1897925723,64,128,257,4.0,,gaussian,400,384,16,0.96,0.04,-24.9225,28.1725,22.893268620280082,3.295800706837326e-05,0.0027922089939238504,0.0009766250004759058,6.980522484809626e-06,2.4415625011897645e-06,,,,9360
q_sweep,q=257,1,4101419593,64,128,257,4.0,,gaussian,400,391,9,0.9775,0.0225,-23.95,27.27,22.161234188372266,2.6417008484713733e-05,0.002806333010084927,0.001010917010717094,7.015832525212318e-06,2.527292526792735e-06,,,,9360
q_sweep,q=257,2,1607320086,64,128,257,4.0,,gaussian,400,373,27,0.9325,0.0675,-26.2425,30.4725,25.29770004999563,3.0457988032139838e-05,0.0027167920052306727,0.0009731250029290095,6.791980013076682e-06,2.432812507322524e-06,,,,9360
q_sweep,q=257,3,1766952898,64,128,257,4.0,,gaussian,400,361,39,0.9025,0.0975,37.615,38.55,22.313707195848366,2.7832997147925198e-05,0.0027485829923534766,0.0010763750033220276,6.871457480883692e-06,2.690937508305069e-06,,,,9360
q_sweep,q=257,4,1723937137,64,128,257,4.0,,gaussian,400,324,76,0.81,0.19,44.59,45.1,22.39152408562653,3.11659969156608e-05,0.002722582998103462,0.0009539589955238625,6.8064574952586555e-06,2.3848974888096564e-06,,,,9360
q_sweep,q=257,5,4035730851,64,128,257,4.0,,gaussian,400,394,6,0.985,0.015,14.1675,21.5125,22.31668725584485,2.7542002499103546e-05,0.0027721670048777014,0.0010145419946638867,6.930417512194253e-06,2.5363549866597166e-06,,,,9360
q_sweep,q=257,6,4240393744,64,128,257,4.0,,gaussian,400,314,86,0.785,0.215,-43.665,44.775,25.27924793066142,2.649999805726111e-05,0.0028077909955754876,0.000992415996734053,7.019477488938719e-06,2.481039991835132e-06,,,,9360
q_sweep,q=257,7,3980355325,64,128,257,4.0,,gaussian,400,324,76,0.81,0.19,-45.9675,46.1875,21.926545035481137,2.5834000553004444e-05,0.002781000002869405,0.0010094169992953539,6.952500007173512e-06,2.5235424982383846e-06,,,,9360
q_sweep,q=257,8,2518393392,64,128,257,4.0,,gaussian,400,397,3,0.9925,0.0075,-3.93,19.125,23.76967803704885,2.5667002773843706e-05,0.0028524170047603548,0.0009225839894497767,7.131042511900887e-06,2.306459973624442e-06,,,,9360
q_sweep,q=257,9,3073357228,64,128,257,4.0,,gaussian,400,397,3,0.9925,0.0075,20.1775,24.6875,21.919446825200836,3.287500294391066e-05,0.00267987500410527,0.0009295829950133339,6.699687510263175e-06,2.3239574875333345e-06,,,,9360
q_sweep,q=389,0,1767342661,64,128,389,4.0,,gaussian,400,399,1,0.9975,0.0025,26.25,28.605,21.32708633472519,2.533300721552223e-05,0.002748250000877306,0.0009700420050648972,6.870625002193265e-06,2.4251050126622432e-06,,,,9360
q_sweep,q=389,1,83589128,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,-26.075,29.3,23.088244684395484,2.7041009161621332e-05,0.002675666008144617,0.000982708006631583,6.6891650203615425e-06,2.4567700165789576e-06,,,,9360
q_sweep,q=389,2,2539863491,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,17.995,24.45,24.216545535939588,2.5959001504816115e-05,0.002954916999442503,0.0009147079981630668,7.387292498606257e-06,2.286769995407667e-06,,,,9360
q_sweep,q=389,3,3424803914,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,14.5075,22.0575,22.187059466486843,2.7292000595480204e-05,0.002676457996130921,0.0009513750119367614,6.691144990327302e-06,2.3784375298419038e-06,,,,9360
q_sweep,q=389,4,465746520,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,-6.83,19.475,23.475601369275353,2.6542009436525404e-05,0.0027349169977242127,0.0009953339904313907,6.8372924943105314e-06,2.488334976078477e-06,,,,9360
q_sweep,q=389,5,3868714075,64,128,389,4.0,,gaussian,400,399,1,0.9975,0.0025,-27.5525,30.2925,23.138619947669888,2.633300027810037e-05,0.0027453749935375527,0.000991875000181608,6.863437483843882e-06,2.47968750045402e-06,,,,9360
q_sweep,q=389,6,2334584493,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,8.1225,19.1075,22.40608344151137,2.6541005354374647e-05,0.002759833005256951,0.0011183750029886141,6.899582513142377e-06,2.795937507471535e-06,,,,9360
q_sweep,q=389,7,2249973677,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,-1.1475,17.2225,21.91784029181808,2.9750008252449334e-05,0.002613375007058494,0.0009527499933028594,6.533437517646234e-06,2.3818749832571486e-06,,,,9360
q_sweep,q=389,8,3665148527,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,18.105,25.97,26.27603566227815,2.658400626387447e-05,0.002695083006983623,0.0010128750000149012,6.737707517459057e-06,2.532187500037253e-06,,,,9360
q_sweep,q=389,9,846807299,64,128,389,4.0,,gaussian,400,400,0,1.0,0.0,13.705,19.93,21.04638569629458,2.62079993262887e-05,0.0027641250053420663,0.00096674999804236,6.910312513355166e-06,2.4168749951059e-06,,,,9360
q_sweep,q=521,0,4160395915,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,-14.34,21.265,21.55506790480959,2.604200562927872e-05,0.002749042003415525,0.0009909579966915771,6.8726050085388125e-06,2.477394991728943e-06,,,,10400
q_sweep,q=521,1,776501011,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,33.7375,35.3175,24.3055651032324,2.5917004677467048e-05,0.002918291007517837,0.000963875005254522,7.295727518794593e-06,2.409687513136305e-06,,,,10400
q_sweep,q=521,2,3184605004,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,-2.0625,19.0425,23.61180609817989,2.70830059889704e-05,0.0027642079949146137,0.0009733750048326328,6.910519987286534e-06,2.433437512081582e-06,,,,10400
q_sweep,q=521,3,3630944473,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,-35.075,36.3,22.588603043762394,2.608299837447703e-05,0.0027430420013843104,0.0009249170107068494,6.8576050034607764e-06,2.3122925267671235e-06,,,,10400
q_sweep,q=521,4,2804263701,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,10.0,17.705,20.084158772125853,2.5917004677467048e-05,0.002700791010283865,0.0009601670026313514,6.751977525709662e-06,2.4004175065783783e-06,,,,10400
q_sweep,q=521,5,374697641,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,6.735,18.12,21.951182451694233,2.6875000912696123e-05,0.0029145000007702038,0.0009402910072822124,7.286250001925509e-06,2.350727518205531e-06,,,,10400
q_sweep,q=521,6,2973286542,64,128,521,4.0,,gaussian,400,399,1,0.9975,0.0025,-61.9325,61.9325,24.222298468720293,2.8624999686144292e-05,0.0027091249939985573,0.0009662500087870285,6.772812484996393e-06,2.415625021967571e-06,,,,10400
q_sweep,q=521,7,2345938748,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,27.3075,29.8425,23.464321419961163,2.6458001229912043e-05,0.0027956249978160486,0.0009807500027818605,6.989062494540122e-06,2.4518750069546514e-06,,,,10400
q_sweep,q=521,8,4257146351,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,-0.8975,20.4625,25.716051056779445,2.62079993262887e-05,0.002758332993835211,0.0009816250094445422,6.895832484588027e-06,2.4540625236113554e-06,,,,10400
q_sweep,q=521,9,873698924,64,128,521,4.0,,gaussian,400,400,0,1.0,0.0,3.295,18.49,22.743595865258545,2.5542001822032034e-05,0.002747124992311001,0.0012227909901412204,6.867812480777502e-06,3.056977475353051e-06,,,,10400
q_sweep,q=769,0,944193712,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,23.0775,26.6125,22.379871321142065,2.937500539701432e-05,0.0027534580003703013,0.0009687919955467805,6.883645000925753e-06,2.4219799888669515e-06,,,,10400
q_sweep,q=769,1,1293989197,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,-20.5175,26.1525,24.18028969583359,2.5291999918408692e-05,0.0027805829886347055,0.0010206249862676486,6.951457471586764e-06,2.5515624656691217e-06,,,,10400
q_sweep,q=769,2,3600124726,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,16.6725,22.4625,22.246066223177866,2.9582995921373367e-05,0.0026490000018384308,0.0009427499899175018,6.622500004596077e-06,2.3568749747937545e-06,,,,10400
q_sweep,q=769,3,4196846518,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,10.32,19.815,22.255130353868278,3.0625000363215804e-05,0.002689250002731569,0.0009593750000931323,6.723125006828923e-06,2.3984375002328306e-06,,,,10400
q_sweep,q=769,4,4157750202,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,-10.955,19.485,21.126376510446672,2.6249996153637767e-05,0.0027931670047109947,0.0009535829885862768,6.982917511777487e-06,2.383957471465692e-06,,,,10400
q_sweep,q=769,5,1188095814,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,5.1525,18.5125,22.134341336846692,2.5375004042871296e-05,0.0027482079894980416,0.0009483749890932813,6.870519973745104e-06,2.370937472733203e-06,,,,10400
q_sweep,q=769,6,3066746617,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,-36.955,37.725,22.47857180686065,2.662499900907278e-05,0.002823290997184813,0.0009622499928809702,7.058227492962033e-06,2.4056249822024257e-06,,,,10400
q_sweep,q=769,7,2935653621,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,0.455,18.34,22.63335252711231,2.6000008801929653e-05,0.0027819169918075204,0.0010189169988734648,6.954792479518801e-06,2.547292497183662e-06,,,,10400
q_sweep,q=769,8,1362542854,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,-25.155,28.42,22.607714322044323,2.6084002456627786e-05,0.0028782919980585575,0.0009195000020554289,7.195729995146394e-06,2.298750005138572e-06,,,,10400
q_sweep,q=769,9,3295894200,64,128,769,4.0,,gaussian,400,400,0,1.0,0.0,9.675,18.56,20.931547941997035,2.587500785011798e-05,0.0026523330016061664,0.0009485000045970082,6.630832504015416e-06,2.3712500114925205e-06,,,,10400
